id,identifica,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,geometry
pand.9071862,1916100000366688,2016,Bouw gestart,winkelfunctie,100,100,4,"POLYGON Z ((86116.015 456169.059 0, 86137.46000000001 456182.124 0, 86146.18700000001 456187.438 0, 86153.63800000001 456174.983 0, 86129.69100000001 456160.307 0, 86116.015 456169.059 0))"
pand.9071863,1916100000366691,2016,Bouw gestart,"bijeenkomstfunctie, winkelfunctie",100,100,2,"POLYGON Z ((86115.45600000001 456221.787 0, 86129.63 456198.41 0, 86122.74400000001 456194.216 0, 86119.62 456199.346 0, 86108.95299999999 456216.931 0, 86115.45600000001 456221.787 0))"
pand.9071864,1916100000366693,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86122.07799999999 456226.526 0, 86136.495 456202.59 0, 86144.192 456189.811 0, 86137.141 456185.587 0, 86129.63 456198.41 0, 86115.45600000001 456221.787 0, 86122.07799999999 456226.526 0))"
pand.9071866,1916100000366695,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86122.07799999999 456226.526 0, 86122.12699999999 456226.561 0, 86124.35799999999 456227.526 0, 86130.099 456230.433 0, 86135.242 456233.357 0, 86136.427 456234.084 0, 86150.47900000001 456211.106 0, 86167.342 456183.532 0, 86155.72199999999 456176.571 0, 86146.84 456191.397 0, 86144.192 456189.811 0, 86136.495 456202.59 0, 86122.07799999999 456226.526 0))"
pand.9071867,1916100000366698,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86161.64999999999 456139.855 0, 86191.999 456158.316 0, 86196.2 456151.471 0, 86169.197 456135.025 0, 86161.64999999999 456139.855 0))"
pand.9071868,1916100000366700,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86174.007 456156.783 0, 86154.09299999999 456144.691 0, 86146.632 456149.466 0, 86169.773 456163.736 0, 86172.933 456158.546 0, 86174.007 456156.783 0))"
pand.9071869,1916100000366707,2016,Bouw gestart,winkelfunctie,100,100,3,"POLYGON Z ((86136.427 456234.084 0, 86143.143 456238.426 0, 86147.571 456241.696 0, 86149.71400000001 456243.395 0, 86154.579 456245.904 0, 86161.531 456234.488 0, 86165.709 456227.626 0, 86168.927 456222.341 0, 86185.796 456194.587 0, 86167.342 456183.532 0, 86150.47900000001 456211.106 0, 86136.427 456234.084 0))"
pand.9071870,1916100000366708,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86189.633 456251.609 0, 86198.575 456236.945 0, 86172.674 456221.123 0, 86163.783 456235.859 0, 86189.633 456251.609 0))"
pand.9071871,1916100000366711,2016,Bouw gestart,winkelfunctie,100,100,6,"POLYGON Z ((86234.74099999999 456278.107 0, 86202.769 456259.224 0, 86198.954 456266.414 0, 86198.12 456268.122 0, 86197.69 456269.893 0, 86197.648 456271.778 0, 86197.829 456273.029 0, 86198.386 456274.826 0, 86201.564 456280.53 0, 86203.856 456284.429 0, 86204.322 456285.479 0, 86207.37300000001 456294.476 0, 86211.31 456306.083 0, 86212.004 456307.626 0, 86213.113 456309.168 0, 86214.774 456310.702 0, 86222.289 456315.14 0, 86233.447 456296.249 0, 86235.60400000001 456292.618 0, 86228.611 456288.487 0, 86234.74099999999 456278.107 0))"
pand.9071872,1916100000366712,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86202.769 456259.224 0, 86234.74099999999 456278.107 0, 86243.17999999999 456263.896 0, 86228.914 456255.47 0, 86221.87300000001 456251.312 0, 86210.524 456244.609 0, 86202.769 456259.224 0))"
